Crop,Nitrogen (N),Phosphorus (P),Potassium (K),Rainfall,pH,Temperature,Humidity
Radish,18,98,49,478.937598,6.04666,10.41364,48.989393
Radish,22,91,50,406.376343,5.902483,18.923292,69.318644
Radish,19,91,46,543.797917,5.916323,10.28694,64.723321
Radish,25,97,41,542.693937,5.961457,17.543505,42.352629
Radish,24,91,43,491.486022,6.096801,17.987879,76.070773
Radish,16,94,48,581.05525,5.849874,10.018791,50.916846
Radish,23,93,48,574.926442,5.857615,12.871887,42.922522
Radish,23,90,43,515.792495,6.13096,13.797444,65.890167
Radish,19,98,48,526.401024,6.158279,11.732217,50.394032
Radish,15,93,46,482.909813,5.952973,16.707007,76.154456
Radish,17,99,40,574.339563,5.823824,16.709246,45.034561
Radish,23,94,49,424.368667,6.152122,15.010538,78.922191
Radish,18,93,45,593.038264,6.135118,13.322048,61.215671
Radish,20,91,41,527.903391,6.128079,18.580276,56.101266
Radish,24,94,44,414.57239,5.817529,19.228304,43.298419
Radish,17,98,41,460.455282,5.942357,17.430812,63.835769
Radish,15,94,48,404.168866,5.813173,17.136098,68.975077
Radish,24,95,47,423.192165,6.120983,18.480267,74.521417
Radish,19,90,47,448.243475,5.921328,10.03312,75.809572
Radish,25,98,49,437.564852,5.824375,10.391964,51.585914
Radish,24,100,48,412.710919,5.846679,15.869637,63.08249
Radish,25,91,44,414.375127,5.929825,14.669354,52.416879
Radish,19,90,46,495.078312,5.929854,16.732089,60.686506
Radish,19,94,49,463.677769,5.9602,15.712736,56.357931
Radish,16,97,48,544.477456,6.061483,10.373274,66.258938
Radish,20,97,43,572.833637,6.078103,16.416872,56.217334
Radish,16,97,46,405.13395,6.060749,13.231635,79.727945
Radish,17,93,46,448.985901,6.160159,19.460854,75.059379
Radish,15,92,40,584.955313,6.107868,12.946789,48.73498
Radish,18,95,43,480.462966,5.898383,15.100043,56.262223
Radish,19,92,44,475.398281,5.963037,10.752952,67.921771
Radish,24,100,49,402.36886,6.111294,19.193862,59.747999
Radish,18,92,41,557.351343,6.037123,10.380071,42.405921
Radish,20,93,50,534.322351,6.071066,11.426377,66.563706
Radish,25,100,40,597.585267,6.045376,11.016089,47.473876
Radish,17,98,49,408.53924,6.030402,14.754457,63.798247
Radish,19,97,43,486.069937,5.833504,15.729952,67.944493
Radish,16,99,48,473.270695,6.032646,15.707914,41.22487
Radish,19,91,45,473.928683,6.072683,18.206851,69.007896
Radish,20,94,41,425.724911,5.862413,11.244599,61.542713
Radish,18,98,49,493.025546,6.124439,11.819773,51.642955
Radish,16,92,44,528.8232,5.883764,16.516246,54.245222
Radish,24,94,50,405.108436,6.15622,11.710127,46.763531
Radish,25,95,44,437.893074,5.847014,13.828682,61.329474
Radish,25,93,46,468.720515,5.910144,11.76443,71.673195
Radish,16,93,47,461.025879,6.124239,15.402186,57.166798
Radish,17,93,45,564.606803,5.928899,18.860159,77.077391
Radish,18,94,42,456.520288,5.864317,16.273616,75.430818
Radish,16,97,45,516.640463,6.043477,12.89222,73.453747
Radish,16,92,50,577.809078,6.080101,10.112468,45.865135
Radish,17,95,49,517.933124,6.068903,10.176578,41.433294
Radish,16,93,47,521.228676,6.044645,14.050533,49.749861
Radish,21,92,48,537.114482,6.167232,19.64475,77.108573
Radish,25,98,45,503.733095,6.015282,10.128824,52.517123
Radish,17,99,43,528.088884,6.114862,16.368688,55.444518
Radish,22,99,43,519.608076,5.900183,18.1484,64.845484
Radish,22,90,48,418.954097,5.827491,17.876438,73.965147
Radish,19,93,42,435.260247,6.127762,15.646139,74.097132
Radish,25,94,41,514.347402,6.18979,15.003804,77.218402
Radish,16,98,46,479.056297,5.833132,11.572855,52.925752
Radish,25,91,40,465.445292,6.191514,11.212964,72.330176
Radish,25,93,45,480.947631,6.01461,14.764813,58.471619
Radish,18,93,50,574.205567,5.912426,17.84767,55.187555
Radish,21,98,49,407.57944,5.938089,17.451225,65.748831
Radish,15,100,47,441.770497,5.881403,19.666843,44.802991
Radish,24,91,49,406.778534,6.065262,13.135581,67.932428
Radish,22,93,47,577.586804,6.191724,11.436161,67.279217
Radish,18,97,45,564.263411,6.009074,14.685245,59.754385
Radish,23,92,40,426.360331,6.056237,11.940883,55.028065
Radish,20,95,43,460.514231,5.80508,15.824701,73.671796
Radish,19,95,50,447.870737,6.012708,16.36149,69.892625
Radish,23,92,45,493.477591,5.938983,19.242978,56.090932
Radish,18,93,43,534.617489,5.850281,16.784299,48.216692
Radish,21,90,43,567.393998,5.814807,19.714752,69.089277
Radish,25,98,46,555.77405,6.022448,16.562739,75.734616
Radish,20,100,41,409.207428,6.122852,16.942551,67.047763
Radish,15,99,43,562.451035,6.129919,19.017873,55.624249
Radish,23,96,44,582.505456,6.037199,18.550532,64.746745
Radish,22,95,49,483.245232,6.155397,15.680788,63.066453
Radish,25,98,50,541.364577,6.199944,13.412814,53.275416
Radish,17,92,49,537.055414,5.817366,12.244622,74.116506
Radish,20,100,49,443.753553,5.881534,17.202346,55.050558
Radish,17,90,47,585.037496,6.088367,13.041043,60.320639
Radish,25,100,40,501.794355,5.914669,18.475659,74.469168
Radish,21,94,40,511.84585,6.13381,18.514652,64.936227
Radish,20,99,47,537.511247,6.067567,17.459303,47.006405
Radish,16,99,42,552.828154,5.9419,14.488536,67.444828
Radish,25,94,48,542.560417,5.831161,13.798429,59.61695
Radish,25,99,44,470.839617,6.180791,12.979089,62.06455
Radish,16,93,47,453.137951,6.005109,16.796402,66.943741
Radish,17,100,47,441.471465,6.141812,12.606308,75.558856
Radish,25,100,44,461.639151,5.88209,16.828235,46.964597
Radish,24,93,44,525.006219,5.98372,18.933986,73.717768
Radish,15,98,43,447.365464,5.815856,10.997014,76.67047
Radish,23,96,45,544.24244,5.952546,14.192354,69.560791
Radish,25,96,49,464.240229,5.854601,11.349505,73.272971
Radish,23,99,46,512.90679,5.909594,10.775338,66.013482
Radish,25,97,43,444.455055,6.038721,14.755361,57.201576
Radish,24,97,47,443.004206,6.036682,12.065955,58.103638
Radish,20,92,50,422.785901,5.938881,10.321835,67.221832
Radish,16,90,48,558.03771,6.133075,11.103144,44.775221
Radish,18,92,42,573.882775,5.936032,13.313367,74.250594
Radish,17,100,40,489.048819,5.889775,15.437619,41.912787
Radish,20,90,48,566.304619,5.80441,14.680463,73.52911
Radish,25,90,46,458.678564,5.812337,14.337392,65.443661
Radish,19,99,50,520.362488,6.101927,13.255566,71.158037
Radish,17,100,45,592.262279,5.901472,11.994064,73.310957
Radish,24,97,43,486.902872,5.934997,11.154657,76.605122
Radish,17,92,45,596.959682,5.811284,18.189972,62.936487
Radish,21,93,50,536.674679,6.090216,10.719358,60.954451
Radish,16,90,47,547.449671,5.831438,10.119882,69.93291
Radish,16,95,50,442.067142,6.188596,10.951665,55.309953
Radish,25,97,45,424.93669,6.163969,15.444809,63.454722
Radish,23,100,49,449.599266,6.103353,17.272586,46.759855
Radish,21,97,45,553.956796,6.077747,11.186928,51.594337
Radish,25,100,50,485.009374,6.163595,13.308795,72.712361
Radish,19,97,46,475.941568,5.816124,11.361336,65.24898
Radish,18,94,47,495.768024,5.873475,11.103541,78.223182
Radish,19,100,46,432.105724,6.096061,16.550934,77.510909
Radish,21,90,49,480.25792,6.021502,13.993156,54.240756
Radish,22,94,48,555.198826,5.872096,17.234001,48.734995
Radish,16,97,49,451.541204,6.034301,11.203401,65.540275
Radish,18,92,47,559.472166,6.12284,12.40546,62.705418
Radish,24,98,41,454.711801,6.13482,11.730281,60.409776
Radish,22,90,49,505.38435,5.961419,12.514413,66.38049
Radish,24,92,47,464.955166,6.182801,17.556594,52.20443
Radish,23,90,44,495.067914,6.001331,12.599332,72.640818
Radish,15,99,48,515.509835,5.833688,10.862884,63.012836
Radish,16,96,40,462.300559,5.885894,18.431676,52.472815
Radish,18,100,42,452.844037,5.908787,13.405885,70.091833
Radish,24,92,40,416.928797,6.169431,18.980505,57.634409
Radish,19,90,41,464.143632,6.089052,10.497637,47.781005
Radish,23,90,49,505.352915,5.931178,17.219741,78.675459
Radish,24,95,43,467.045973,6.08167,10.664312,72.717795
Radish,19,96,48,515.967295,6.134672,17.381082,71.325794
Radish,21,92,45,551.420783,5.869061,14.201419,74.173751
Radish,23,97,46,401.495671,5.976365,15.864752,70.079005
Radish,24,91,48,563.256386,6.158766,19.407922,50.203313
Radish,18,99,44,511.612415,5.941211,11.199737,79.518617
Radish,23,98,43,568.968877,6.149087,15.053168,78.774052
Radish,15,92,49,477.857635,5.836757,14.255038,74.853432
Radish,24,95,48,469.941617,6.008373,11.505457,71.314679
Radish,21,97,41,585.623996,5.987327,11.02437,57.295023
Radish,22,99,43,439.238491,5.904376,15.282493,61.338509
Radish,19,100,44,522.113242,5.997225,16.245493,73.037211
Radish,15,93,48,575.432049,6.125474,10.73438,47.942618
Radish,23,91,40,532.078782,5.811249,17.203019,78.559873
Radish,25,90,42,570.287625,5.973864,17.408772,52.117664
Radish,23,91,43,531.634348,6.057418,12.122286,46.684149
Radish,20,93,50,439.932383,5.902126,19.724294,47.375066
Radish,23,94,41,525.771776,6.016931,19.690293,58.592571
Radish,17,91,47,545.982222,5.886593,12.655115,41.421938
Radish,16,100,45,549.031529,5.889709,12.321131,67.170805
Radish,20,99,49,410.944734,6.013568,14.898611,44.210921
Radish,16,97,42,411.779537,6.009963,17.923641,54.258678
Radish,21,97,42,563.230233,5.97343,11.792213,65.731916
Radish,22,95,43,512.370108,6.05556,13.138221,70.018633
Radish,18,94,50,429.012267,6.053802,11.811534,66.132395
Radish,19,97,44,559.571456,6.197532,15.538825,73.044088
Radish,21,100,43,527.612215,6.148686,14.578074,58.993283
Radish,21,92,44,551.530608,6.032299,18.201062,48.990531
Radish,18,100,50,563.478453,5.885491,13.054845,48.16105
Radish,25,95,46,521.103959,5.861,10.195177,40.582277
Radish,25,90,42,583.515265,5.800032,15.414903,61.402071
Radish,23,93,47,545.686105,6.152696,16.467956,64.80165
Radish,21,99,40,588.757762,5.970139,11.434669,54.118519
Radish,20,92,44,441.70766,6.046275,18.708309,60.78002
Radish,25,94,43,437.701511,5.937483,19.809833,45.169107
Radish,23,98,44,488.844079,5.911694,11.508157,77.828493
Radish,20,92,46,563.73448,5.965162,15.054428,65.759485
Radish,24,96,50,565.224415,5.847841,10.548776,64.433629
Radish,18,90,44,544.851938,5.888184,16.993734,60.803813
Radish,21,95,50,415.317567,5.950946,13.133362,48.283378
Radish,15,91,44,572.977108,6.114008,13.01323,60.919877
Radish,20,95,48,464.20501,6.105828,19.733718,54.777334
Radish,15,92,41,410.827031,6.138299,13.539123,55.060603
Radish,23,96,47,593.683316,6.076716,14.420038,60.525729
Radish,18,92,41,593.815577,5.846051,12.267501,42.63826
Ridge gourd,81,41,14,766.490692,6.61679,31.188668,50.164824
Ridge gourd,83,46,14,636.581831,6.470774,27.983333,53.915996
Ridge gourd,84,45,20,663.462563,6.547601,30.564973,55.55066
Ridge gourd,81,47,16,616.337667,6.604339,34.148919,63.866375
Ridge gourd,81,42,18,679.636466,6.538839,31.905106,55.382732
Ridge gourd,90,45,16,602.571345,6.639915,25.540049,67.742398
Ridge gourd,81,47,14,767.371142,6.446741,31.043436,68.893006
Ridge gourd,85,50,10,600.394124,6.655392,31.016771,60.774302
Ridge gourd,90,46,18,719.053711,6.662112,31.873293,61.343373
Ridge gourd,85,48,14,658.555591,6.625033,29.851464,55.753637
Ridge gourd,90,40,16,651.626935,6.639575,33.074191,54.990924
Ridge gourd,90,41,20,765.654658,6.500537,31.194525,52.194573
Ridge gourd,80,47,17,788.404158,6.689601,34.896004,57.939843
Ridge gourd,88,42,14,790.340471,6.633704,30.885079,59.174135
Ridge gourd,90,42,17,797.406642,6.321114,33.802596,54.384877
Ridge gourd,81,48,18,667.927163,6.612988,28.431559,51.193641
Ridge gourd,87,45,17,747.809191,6.599136,25.615859,63.873116
Ridge gourd,80,49,12,601.445181,6.450064,34.662013,50.586706
Ridge gourd,83,40,20,767.189059,6.591307,32.468591,68.981494
Ridge gourd,85,48,18,714.491064,6.683654,32.290309,52.119636
Ridge gourd,89,47,13,608.047609,6.491068,33.729413,65.434255
Ridge gourd,83,40,16,695.838411,6.514636,32.492548,58.926425
Ridge gourd,80,50,15,611.062398,6.49671,32.117359,64.51233
Ridge gourd,82,49,15,670.522913,6.419922,34.242139,63.947572
Ridge gourd,85,42,15,778.64197,6.463395,28.225481,69.89881
Ridge gourd,90,46,15,608.52781,6.509351,25.97807,68.708086
Ridge gourd,81,49,18,660.689262,6.371261,34.338662,62.053342
Ridge gourd,82,49,17,617.464374,6.680914,32.918498,61.918315
Ridge gourd,87,41,12,753.766352,6.602769,29.153874,66.451847
Ridge gourd,82,47,11,719.53197,6.465105,26.675284,63.065169
Ridge gourd,82,42,11,609.655628,6.64131,25.534024,61.531148
Ridge gourd,87,41,15,635.343485,6.639337,32.558767,58.920903
Ridge gourd,85,49,15,605.957871,6.67285,26.285693,57.039682
Ridge gourd,85,46,10,698.137144,6.574811,31.435585,65.910655
Ridge gourd,89,43,11,732.812287,6.424736,31.477047,68.41148
Ridge gourd,82,47,11,639.249929,6.497669,29.953609,53.821091
Ridge gourd,80,50,11,692.526055,6.579926,27.080218,62.557513
Ridge gourd,89,50,18,793.639489,6.306783,28.210999,67.928372
Ridge gourd,87,46,17,681.700924,6.338742,30.887735,60.866844
Ridge gourd,88,50,17,627.513796,6.347736,29.789697,50.344569
Ridge gourd,88,49,16,779.599401,6.367529,34.115666,55.106962
Ridge gourd,81,48,17,637.946481,6.419237,33.959406,68.300973
Ridge gourd,88,49,18,742.670231,6.508619,28.483698,52.308963
Ridge gourd,88,44,17,780.963109,6.579251,30.154097,67.156793
Ridge gourd,86,45,18,774.570108,6.406883,34.324596,67.439151
Ridge gourd,89,47,10,755.021127,6.379127,29.680016,52.767982
Ridge gourd,87,48,19,639.314797,6.63429,25.811765,54.846548
Ridge gourd,80,41,19,727.425484,6.624649,34.162984,51.934281
Ridge gourd,82,44,20,793.645731,6.417363,32.198363,62.859762
Ridge gourd,82,40,18,644.863004,6.554076,27.943004,64.428029
Ridge gourd,87,48,10,786.738394,6.326286,33.645814,58.34242
Ridge gourd,84,49,20,709.163212,6.325129,25.717949,67.090162
Ridge gourd,88,49,20,644.398218,6.492568,29.89756,62.763118
Ridge gourd,82,48,17,776.398156,6.611886,31.600144,58.533902
Ridge gourd,88,50,12,692.205759,6.36571,32.096081,60.997778
Ridge gourd,88,41,15,640.270395,6.473537,32.077551,54.305465
Ridge gourd,90,42,12,652.074847,6.347279,32.186755,65.87052
Ridge gourd,89,45,19,708.396568,6.427552,33.238984,53.001784
Ridge gourd,82,40,10,678.053949,6.525356,31.532928,59.978154
Ridge gourd,90,49,16,732.467284,6.614196,33.462302,63.360033
Ridge gourd,90,50,11,747.649542,6.316714,25.842362,60.700377
Ridge gourd,88,49,10,683.988504,6.58615,30.333375,50.669358
Ridge gourd,83,46,12,721.469294,6.64883,25.318776,57.121093
Ridge gourd,87,46,18,632.79296,6.5031,34.895969,65.343012
Ridge gourd,84,47,11,638.042128,6.519406,32.189369,52.749968
Ridge gourd,88,40,19,749.441055,6.33897,30.388152,56.56597
Ridge gourd,85,40,18,711.709921,6.457973,29.166464,60.233264
Ridge gourd,90,42,20,636.822049,6.553493,30.414472,52.392001
Ridge gourd,89,40,19,713.178163,6.619567,25.780457,52.465575
Ridge gourd,90,50,19,683.801937,6.611072,26.730855,64.478249
Ridge gourd,82,40,12,770.284626,6.539079,26.879613,65.607186
Ridge gourd,90,46,12,738.714583,6.327741,26.262903,59.14524
Ridge gourd,83,41,15,771.150667,6.605695,29.700265,65.702304
Ridge gourd,83,45,15,613.492208,6.369038,33.623763,65.146157
Ridge gourd,86,40,18,743.31951,6.436301,25.842927,66.938585
Ridge gourd,82,42,16,660.114903,6.673383,31.744483,65.12193
Ridge gourd,90,46,14,743.313349,6.397299,31.082644,55.675209
Ridge gourd,84,47,12,750.934989,6.402875,26.67386,59.065601
Ridge gourd,81,49,17,643.572877,6.436712,34.350554,57.20375
Ridge gourd,87,48,12,727.261836,6.443372,29.552108,53.495181
Ridge gourd,85,44,10,679.110642,6.519742,29.256521,57.209957
Ridge gourd,81,45,12,625.748513,6.574935,27.656771,66.129357
Ridge gourd,85,44,16,628.08649,6.32474,27.362533,52.607553
Ridge gourd,83,47,15,659.617153,6.696157,29.546285,60.653978
Ridge gourd,89,45,16,740.870106,6.304801,34.952663,56.087187
Ridge gourd,88,41,11,690.158207,6.569883,34.680385,55.025041
Ridge gourd,87,48,15,621.854986,6.322677,31.893871,67.593999
Ridge gourd,89,49,10,698.88644,6.636534,33.941833,57.197632
Ridge gourd,85,45,20,680.258852,6.648533,32.434557,64.946837
Ridge gourd,83,45,13,655.528864,6.430436,34.02912,64.037248
Ridge gourd,83,49,15,693.351548,6.586181,34.605207,55.941178
Ridge gourd,89,47,16,694.607413,6.353228,30.781432,61.993011
Ridge gourd,84,45,11,794.071643,6.632323,30.610007,57.905111
Ridge gourd,86,40,13,756.397384,6.694632,28.576403,50.688644
Ridge gourd,81,48,18,658.051121,6.600914,25.321178,66.596618
Ridge gourd,83,40,15,636.625553,6.429932,28.415957,55.90844
Ridge gourd,85,47,10,691.419321,6.369842,33.536844,65.949064
Ridge gourd,90,44,19,682.509947,6.300486,31.317936,51.527653
Ridge gourd,87,41,11,774.250757,6.471241,32.741446,54.752109
Ridge gourd,82,49,17,626.47829,6.388202,26.607171,69.461879
Ridge gourd,81,40,15,745.01767,6.640332,32.938,62.152907
Ridge gourd,83,50,10,658.321254,6.489739,31.599697,61.815132
Ridge gourd,83,50,18,607.498466,6.524078,25.017026,50.994342
Ridge gourd,89,46,12,687.041868,6.530997,28.927827,50.349485
Ridge gourd,87,45,15,755.765793,6.58978,27.500825,53.022151
Ridge gourd,83,44,14,659.923671,6.582596,26.662531,67.34007
Ridge gourd,86,44,11,604.815716,6.326195,28.245057,58.565975
Ridge gourd,90,42,20,656.79931,6.365491,31.609789,60.856915
Ridge gourd,88,42,13,601.095769,6.430621,27.529732,63.093358
Ridge gourd,82,49,13,709.679435,6.570451,34.475914,69.779765
Ridge gourd,83,45,18,609.706952,6.417724,26.696606,69.697237
Ridge gourd,84,44,11,723.644448,6.649669,34.241152,65.812379
Ridge gourd,84,44,14,687.726676,6.529934,25.050893,56.007339
Ridge gourd,84,40,19,628.405383,6.648748,28.952784,54.621125
Ridge gourd,90,50,17,743.392939,6.668441,29.875776,53.600937
Ridge gourd,90,42,13,663.138938,6.511831,27.822308,67.24058
Ridge gourd,82,50,11,742.811321,6.464387,31.979796,50.088127
Ridge gourd,84,49,16,744.31596,6.611128,34.235894,54.560741
Ridge gourd,80,47,16,615.882886,6.473558,27.238209,52.019489
Ridge gourd,87,48,14,707.185996,6.347379,28.687545,60.902138
Ridge gourd,81,41,11,721.929593,6.470818,34.146078,51.444421
Ridge gourd,83,45,16,691.336977,6.64246,32.370241,65.033614
Ridge gourd,80,43,19,705.224042,6.52386,33.512064,65.523803
Ridge gourd,88,44,12,701.740685,6.556861,33.409544,65.541293
Ridge gourd,80,46,18,618.067106,6.458317,26.510112,59.48774
Ridge gourd,83,48,18,691.657961,6.328435,25.465712,63.967057
Ridge gourd,89,47,11,602.761113,6.676183,29.041656,51.062821
Ridge gourd,90,47,10,679.440989,6.334713,32.2995,66.593835
Ridge gourd,83,45,18,676.583323,6.566704,32.746757,64.499437
Ridge gourd,90,47,14,681.790455,6.555206,26.482719,51.857653
Ridge gourd,86,42,19,774.03251,6.697754,34.834803,55.733801
Ridge gourd,90,44,16,700.266429,6.33853,27.074672,67.140298
Ridge gourd,90,48,13,711.386204,6.428532,28.333733,57.410469
Ridge gourd,88,46,20,648.437121,6.690869,26.321326,69.733831
Ridge gourd,87,47,14,711.907185,6.471388,34.03472,52.970663
Ridge gourd,88,42,16,735.530338,6.342654,26.696123,59.560074
Ridge gourd,85,47,19,685.302099,6.331543,32.48688,69.484929
Ridge gourd,81,45,18,695.715918,6.484874,27.607371,64.824802
Ridge gourd,86,41,13,608.374677,6.331551,29.109885,55.639344
Ridge gourd,83,45,20,758.0078,6.310695,28.707651,69.401903
Ridge gourd,88,47,10,683.743765,6.414671,29.582434,66.730486
Ridge gourd,89,46,18,761.223441,6.621256,28.522001,63.228884
Ridge gourd,90,45,17,682.560319,6.361526,32.200271,65.641365
Ridge gourd,86,43,19,688.277586,6.355586,26.745501,50.086778
Ridge gourd,88,48,18,699.545287,6.638632,25.328585,63.399346
Ridge gourd,80,40,17,630.080215,6.346465,34.86012,62.799572
Ridge gourd,88,43,20,623.880632,6.63871,32.657211,66.223489
Ridge gourd,84,41,13,702.082683,6.406816,30.76234,61.312387
Ridge gourd,85,43,17,791.333242,6.662991,34.3564,69.623781
Ridge gourd,86,41,10,651.420493,6.318259,26.563241,60.546569
Ridge gourd,86,46,16,759.463774,6.620008,29.206393,68.198258
Ridge gourd,81,44,15,782.214128,6.635786,32.110514,69.65731
Ridge gourd,81,50,13,665.408311,6.638803,32.448185,55.754377
Ridge gourd,84,50,19,738.948613,6.405462,34.080778,50.281294
Ridge gourd,88,41,18,750.598018,6.413334,31.699602,61.993947
Ridge gourd,85,47,19,661.244138,6.656746,34.693368,69.072007
Ridge gourd,86,49,11,668.668519,6.628321,32.201794,65.560464
Ridge gourd,90,47,10,618.844507,6.331222,32.821994,56.603174
Ridge gourd,80,50,13,675.130502,6.676168,26.30345,64.553915
Ridge gourd,83,49,13,689.22293,6.649528,26.936034,66.507659
Ridge gourd,87,44,14,689.305266,6.34243,29.42982,51.575726
Ridge gourd,82,41,17,701.135289,6.501136,33.044729,67.108173
Ridge gourd,90,49,18,621.841455,6.474807,29.328372,59.050242
Ridge gourd,90,45,13,792.324516,6.644852,32.23552,56.042951
Ridge gourd,83,43,12,747.55266,6.522375,32.423032,63.095875
Ridge gourd,80,41,13,719.553183,6.504777,25.078821,64.126702
Ridge gourd,87,45,14,613.128152,6.607298,30.24694,55.955639
Ridge gourd,84,44,19,729.621962,6.478962,33.982524,52.494159
Ridge gourd,80,43,16,700.990601,6.563604,31.548749,56.249202
Ridge gourd,82,48,14,776.236402,6.393543,30.276427,69.032588
Ridge gourd,82,40,14,664.642022,6.363784,25.182248,51.245779
Ridge gourd,85,47,14,654.564034,6.601814,33.15835,60.710223
Ridge gourd,85,43,11,683.534721,6.595692,28.13165,64.176939
Ridge gourd,89,49,12,649.690626,6.615321,25.322117,56.66077
Ridge gourd,89,45,19,743.463535,6.665256,34.689979,68.000753
Ridge gourd,87,44,18,776.687286,6.657374,27.261288,53.776539
Ridge gourd,88,43,19,610.039782,6.608863,32.863257,66.541459
Ridge gourd,87,41,17,645.76416,6.402965,28.015183,61.82203
Ridge gourd,87,41,15,659.327724,6.370649,33.871418,54.126075
Ridge gourd,84,46,13,719.606122,6.343777,26.589396,53.922721
Ridge gourd,86,46,10,661.177113,6.558946,27.813025,50.502871
Ridge gourd,80,49,12,728.068291,6.600612,29.997415,66.641167
Ridge gourd,90,47,18,691.444681,6.590684,30.40162,62.990155
Ridge gourd,82,43,16,653.943703,6.658766,33.640029,53.481298
Ridge gourd,81,45,12,609.786381,6.535048,31.582558,52.625761
Ridge gourd,82,45,16,678.871225,6.448979,33.762739,53.068259
Ridge gourd,84,40,12,664.619302,6.34488,34.601854,64.031505
Ridge gourd,86,47,20,602.150822,6.328356,27.853751,53.186407
Ridge gourd,82,41,12,601.680172,6.608686,26.680127,68.785
Ridge gourd,84,46,15,738.792727,6.647744,34.793965,60.086534
Ridge gourd,88,49,12,641.382789,6.302715,31.990267,52.64679
Ridge gourd,82,44,13,734.220869,6.542778,32.716703,55.152189
Ridge gourd,83,45,15,658.673601,6.361659,31.365198,51.731742
Ridge gourd,88,41,19,724.034729,6.5825,28.35998,50.775795
Ridge gourd,86,43,18,628.678531,6.419132,34.266846,50.309015
Ridge gourd,81,44,18,693.595897,6.458061,34.946192,52.190692
Ridge gourd,81,45,13,757.92528,6.380496,30.969669,54.410125
Ridge gourd,89,45,11,733.22417,6.635076,33.835139,63.315125
Ridge gourd,87,46,11,663.731145,6.520151,33.018401,54.79841
Ridge gourd,86,45,12,789.151913,6.343215,25.727915,58.086863
Spinach,52,60,50,448.791969,6.269377,16.76657,67.902379
Spinach,55,58,50,500.768969,5.989444,19.511875,69.690001
Spinach,52,57,45,538.550806,6.219737,12.677871,62.768779
Spinach,56,57,42,577.507456,5.862488,12.364424,58.8109
Spinach,52,59,41,561.963417,6.179665,11.083885,61.076187
Spinach,50,60,48,579.802557,6.207292,11.003413,63.455067
Spinach,58,53,49,495.870561,6.213788,18.386114,76.67095
Spinach,58,54,44,444.067899,6.162258,19.533027,52.637788
Spinach,52,59,47,564.633268,6.132124,16.769236,63.88249
Spinach,60,54,41,561.743003,5.874701,14.311311,61.859466
Spinach,53,55,47,474.461969,5.891669,14.339033,67.874569
Spinach,57,55,48,525.28418,6.21446,15.8566,58.662276
Spinach,54,55,43,532.581077,6.230514,18.586403,78.513095
Spinach,58,53,48,409.854655,5.894625,16.802443,60.356528
Spinach,54,55,47,537.410794,6.050918,19.76049,64.953294
Spinach,54,57,43,476.879477,6.170734,11.795754,78.94312
Spinach,52,52,44,535.833112,5.885936,12.117811,58.003346
Spinach,53,58,46,513.392005,6.030404,16.763396,62.79557
Spinach,59,55,46,433.068603,5.938209,11.18444,74.084246
Spinach,60,51,47,551.824173,6.026641,17.879201,73.07502
Spinach,52,51,46,492.204639,5.885284,18.322764,54.968306
Spinach,60,60,50,587.390756,5.8499,18.547394,78.61783
Spinach,57,56,41,402.078891,6.020003,16.34686,62.746206
Spinach,54,57,47,477.307401,6.299305,18.951239,52.361466
Spinach,53,53,45,587.229397,5.839286,10.008977,74.608446
Spinach,51,52,44,446.193531,5.817907,10.993985,62.073375
Spinach,54,54,46,418.492528,6.205846,15.937187,75.934311
Spinach,51,51,40,574.962568,5.982254,15.018897,52.040678
Spinach,54,55,49,495.72698,5.818127,18.112705,68.805984
Spinach,60,58,41,483.335781,6.203129,16.427254,56.954169
Spinach,57,57,45,416.574107,6.097972,11.183026,73.88803
Spinach,58,56,47,483.507637,5.890529,15.669438,66.652946
Spinach,57,54,46,562.577263,6.292078,19.616976,66.633351
Spinach,54,60,48,579.466461,6.241314,19.416133,77.226367
Spinach,53,54,49,412.579961,6.082255,19.48493,76.813602
Spinach,52,57,48,549.793009,5.957842,17.775408,62.235475
Spinach,50,58,43,465.483549,5.808085,17.741053,77.991792
Spinach,53,57,49,552.585332,5.859606,17.065936,52.86217
Spinach,59,53,48,473.838645,5.867939,17.260739,69.837506
Spinach,58,58,47,486.594959,6.278842,14.259353,58.682894
Spinach,57,56,49,557.278971,6.261983,15.442892,51.627622
Spinach,57,59,42,507.116134,6.00656,11.26463,69.22845
Spinach,59,60,44,481.152649,6.206019,10.011542,73.74165
Spinach,52,51,41,591.2041,6.197931,18.361624,73.165505
Spinach,58,57,45,461.553507,6.206812,18.319154,59.332965
Spinach,52,56,40,485.344507,6.170506,19.770581,70.376382
Spinach,51,58,43,400.51133,5.941417,18.943614,72.590903
Spinach,57,55,48,511.097883,6.188873,17.456849,56.187879
Spinach,54,58,42,476.10354,6.285267,17.079387,75.5519
Spinach,52,51,46,503.591558,6.052541,18.127286,50.403871
Spinach,50,50,41,450.493229,6.096629,10.655897,71.819619
Spinach,53,50,44,526.039385,5.916425,16.625794,53.131738
Spinach,57,59,46,436.553696,6.238536,16.021502,58.496147
Spinach,55,59,45,427.253824,6.043715,19.941243,69.602032
Spinach,55,58,48,508.803431,6.104824,11.582079,61.636248
Spinach,59,59,47,595.821503,5.900985,14.406455,66.521249
Spinach,51,51,40,534.486395,6.118003,10.259868,55.518478
Spinach,54,50,43,416.074215,6.26422,18.199611,61.751249
